marca,modelo,cod_fipe,novo_a,novo_g,med18a,med18g,med17a,med17g,med16a,med16g,med15a,med15g,med14a,med14g,med13a,med13g,med12a,med12g,med11a,med11g,med10a,med10g,med09a,med09g,med08a,med08g,med07a,med07g,med06a,med06g,med05a,med05g,med04a,med04g,med03a,med03g,med02a,med02g,med01a,med01g,med00a,med00g,med99a,med99g,med98a,med98g,med97a,med97g,med96a,med96g,med95a,med95g,med94g,med93g,med92g,med91g,med90g,med89g,med88g,med87g,med86g,med85g,num_passag
Dodge,Ram 2500 TROPIVAN 5.9 SLT TDI 4x4 Dies.,013026-5,,,,,,,,,,,,,,,,,,,,109576,,104716,,101178,,95891,,81392,,78845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-09
Dodge,Ram Laramie 5.9 V8,013003-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30711,24022,,,,,,,,,,00002
Dodge,Ram Laramie/SLT 5.2 V8,013002-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19659,,18989,17155,,,,,,,,,,00002
Dodge,Ram Sport 5.9 V8,013001-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36068,,32564,,31244,,28510,,26634,,25777,,24374,20336,,,,,,,,,,00002
Dodge,Stealth 3.0 MPI,013009-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48156,46401,38661,,,,,,,,00002
EFFA,K01 Pick-up CS 1.0 8V 2p,066012-4,,35290,,,,29584,,27791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
EFFA,K02 Pick-up CD 1.0 8V 4p,066013-2,,40641,,,,,,30835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
EFFA,M-100 1.0 8v 5p,066001-9,,,,,,,,,,,,,,,,17898,,14474,,14012,,13232,,12683,,10756,,9500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
EFFA,Plutus 3.2 8V 4x2 CD Turbo Diesel      ,066011-6,,,,,,,,,,,,,,,,43645,,42196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
EFFA,Start Picape CD 1.0 8V 5p      ,066010-8,,,,,,,,,,,,25430,,,,20725,,16527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
EFFA,Start Picape L 1.0 8V 2p        ,066008-6,,,,,,,,,,,,25748,,,,20368,,15840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
EFFA,Start Van 1.0 8V 4p       ,066009-4,,,,,,,,,,,,,,,,19506,,17711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
EFFA,ULC FURGÃO 1.0 8V 5p,066002-7,,,,,,,,,,,,,,,,,,18992,,16795,,14302,,13837,,12760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
EFFA,ULC PICAPE 1.0 8V 2p,066004-3,,,,,,,,,,,,,,,,16894,,15346,,14476,,12808,,9985,,9393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
EFFA,ULC PICAPE CD 1.0 8V 4p,066007-8,,,,,,,,,,,,,,,,19016,,18349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
EFFA,ULC PICAPE Longa 1.0 8V 2p,066006-0,,,,,,,,,,,,,,,,16764,,14984,,14441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
EFFA,ULC PICAPE Longa Bau 1.0 8V 2p,066005-1,,,,,,,,,,,,,,,,,,16931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
EFFA,ULC VAN 1.0 8V 5p,066003-5,,,,,,,,,,,,,,,,21023,,17401,,15604,,15115,,14098,,12700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00008
EFFA,V21 Pick-up CS 1.3 16V 2p,066014-0,,44350,,,,37407,,34824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
EFFA,V22 Pick-up CD 1.3 16V 4p,066015-9,,46739,,,,,,37186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Engesa,Engesa 4x4 2.5/4.1,043001-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35090,31863,30824,28744,27781,26439,25632,24811,24005,22764,00004
Engesa,Engesa 4x4 4.0 Diesel,043002-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41043,39391,37357,34681,33465,32089,30630,28199,27110,,00004
Envemo,Camper 2.5/GL/GLS/Master 4.1,044001-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23278,,22374,21146,20114,18185,17521,15438,,,,,,00005
Envemo,Camper 4x4 2.5 Diesel,044003-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32577,27863,26956,20751,19146,,,,,,,00005
Envemo,Camper GL/GLS 4x4 4.0 Diesel,044002-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38977,32144,28467,26408,22583,,,,,,,00005
Envemo,Master 4.0 Diesel,044004-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29677,,25894,,,,,,,,,,,00005
Ferrari,348 GTS 3.4,031014-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194638,163421,,,,,,,,,00002
Ferrari,348 Spider 3.4,031013-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191671,139530,,,,,,,,,00002
Ferrari,348 TS/TB 3.4,031008-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149564,132950,,,,,,,,,00002
Ferrari,355 Berlinetta,031001-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226153,,211197,,204419,,194080,,188097,,,,,,,,,,,00002
Ferrari,355 Berlinetta F1,031002-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335011,,262222,,,,,,,,,,,,,,,,,00002
Ferrari,355 GTS,031009-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248203,,239412,,224385,,211450,,203255,,,,,,,,,,,00002
Ferrari,355 GTS F1,031010-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303399,,270705,,,,,,,,,,,,,,,,,00002
Ferrari,355 GTS Spider,031015-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287691,,272369,,247085,,239484,,191231,,180226,,,,,,,,,,,00002
Ferrari,355 GTS Targa,031016-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311094,,273268,,259174,,222074,,204839,,,,,,,,,,,00002
Ferrari,355 Spider F1,031004-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308385,,297011,,256129,,,,,,,,,,,,,,,,,00002
Ferrari,360 Challenge Stradale,031024-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453061,,405760,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Ferrari,360 Modena,031011-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342715,,330179,,310443,,,,,,,,,,,,,,,,,,,00002
Ferrari,360 Modena F1,031012-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495871,,403932,,382545,,369020,,356840,,334186,,,,,,,,,,,,,,,,,,,00002
Ferrari,360 Spider 400cv,031021-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378612,,,,,,,,,,,,,,,,,,,,,,,00002
Ferrari,360 Spider F1 400cv,031022-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612240,,468023,,449451,,423542,,404670,,,,,,,,,,,,,,,,,,,,,,,00002
Ferrari,456 GT,031005-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346112,,274595,,257410,,229045,,205320,,190003,,177379,138282,126384,,,,,,,,,00004
Ferrari,456 GTA,031006-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287695,,275269,,263553,,213831,,,,,,,,,,,,,,,00004
Ferrari,456 M-GT 5.5 V12,031019-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391860,,342124,,289853,,,,,,,,,,,,,,,,,,,00004
Ferrari,458 Speciale A,031040-9,,4199860,,,,,,,,3775014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Ferrari,488 GTB 3.9 V8 670cv,031037-9,,2697059,,,,,,2047389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Ferrari,488 Spider 3.9 V8 670cv,031039-5,,3400000,,,,3093619,,2969820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Ferrari,550 Maranello,031007-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433767,,357571,,345553,,309546,,282940,,,,,,,,,,,,,,,00002
Ferrari,575M Maranello F1 V12 515cv,031023-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533713,,455848,,433481,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Ferrari,612 Scaglietti F1 V12 540cv,031026-3,,,,,,,,,,,,,,,,,,1624388,,1356532,,1290780,,1225120,,976943,,939469,,767977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Ferrari,California 3.9 Turbo F1 V8 560cv ,031036-0,,1900000,,,,1730912,,1650394,,1575322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Ferrari,California F1 V8 460cv,031030-1,,,,,,,,,,,,1124010,,994006,,963752,,867053,,805961,,777609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Ferrari,F12 Berlinetta 740cv,031034-4,,3593520,,,,,,3200260,,2741900,,2496628,,2348240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Ferrari,F12 TDF 780cv,031038-7,,5400000,,,,4541141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Ferrari,F430 F1,031025-5,,,,,,,,,,,,,,,,,,,,,,826622,,635379,,606362,,579462,,540120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Ferrari,F430 SCUDERIA F1,031029-8,,,,,,,,,,,,,,,,,,,,,,958127,,875785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Ferrari,F430 Spider F1,031027-1,,,,,,,,,,,,,,,,,,,,,,852292,,745125,,689414,,606474,,546525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Ferrari,F458 Italia F1 4.5 V8 570cv,031031-0,,1906702,,,,,,,,1688960,,,,1339178,,1130120,,1079207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Ferrari,F458 Speciale F1 4.5 V8,031035-2,,2801932,,,,,,,,2151576,,,,1826954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Ferrari,F458 Spider F1 4.5 V8 570cv,031033-6,,2600000,,,,,,,,2059523,,1767789,,1493425,,1261023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Ferrari,F599 GTB Fiorano F1 6.0 V12 620cv,031028-0,,,,,,,,,,,,,,,,1906669,,1431514,,1230150,,1182560,,926543,,794027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Ferrari,FF F1 6.3 V12 660cv,031032-8,,3931269,,,,,,3535857,,3056111,,,,2393547,,2198335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Fiat,147 C/ CL,001124-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3045,2935,2574,00005
Fiat,147 Furgão (todos),001138-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2607,2325,2162,00002
Fiat,147 Pick-Up (todas ),001123-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3555,2884,2780,2414,00002
Fiat,500 ABARTH MULTIAIR 1.4 TB 16V 3p,001429-0,,95606,,,,,,,,79584,,69247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Fiat,500 Cabrio Dualogic Flex 1.4 8V,001420-6,,68763,,,,,,,,59292,,50123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Fiat,500 Cabrio Flex 1.4 8V Mec,001421-4,,65744,,,,,,,,54603,,49152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Fiat,500 Cabrio/500 Coupe GUCCI/Flex 1.4 Aut,001392-7,,80708,,,,,,,,64832,,54711,,53038,,46039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,500 Cult 1.4 Flex 8V EVO Dualogic  ,001362-5,,59341,,,,,,,,48452,,39043,,34698,,32311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,500 Cult 1.4 Flex 8V EVO Mec. ,001361-7,,56775,,,,,,,,48162,,36987,,33114,,30511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,500 LOUNGE 1.4 16V 100cv  Mec.,001296-3,,,,,,,,,,,,,,,,,,,,30003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Fiat,500 LOUNGE 1.4 16V 100cv Dualogic,001297-1,,,,,,,,,,,,,,,,36993,,,,30899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Fiat,500 Lounge Air 1.4/ 1.4 Flex 16V Aut. ,001360-9,,,,,,,,,,,,47102,,44120,,37141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,500 SPORT 1.4 16V 100cv  Dualogic,001295-5,,,,,,,,,,,,,,,,,,,,30835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Fiat,500 SPORT 1.4 16V 100cv Mec.,001290-4,,,,,,,,,,,,,,,,,,,,29885,,28481,,27215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,500 Sport Air 1.4 16V/1.4 Flex 16V Aut. ,001359-5,,,,,,,,,,51985,,46930,,43815,,36948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,500 Sport Air 1.4 16V/1.4 Flex Mec.  ,001358-7,,,,,,,,,,,,45885,,38062,,34036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Brava ELX  1.6 16V 4p,001110-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11562,,10674,,9944,,9336,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Brava HGT 1.8 mpi 16V  4p,001140-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13421,,12644,,10701,,10326,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Brava SX 1.6 16V 4p,001109-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10953,,9681,,8789,,7869,,,,,,,,,,,,,,,,,,,,,00004
Fiat,Bravo ABSOLUTE 1.8 Flex 16V 5p,001339-0,,,,,,,,,,,,,,,,34648,,33154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Bravo ABSOLUTE Dualogic 1.8 Flex 16V 5p,001340-4,,,,,,,,,,,,41708,,38706,,33252,,31319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Bravo BlackMotion 1.8 Dualogic Flex 5p,001435-4,,79662,,,,,,62513,,58841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Bravo BlackMotion 1.8 Flex 16v 5p,001434-6,,75998,,,,,,58356,,54085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Bravo ESSENCE 1.8 Flex 16V 5p,001337-4,,66170,,,,,,54491,,50617,,39125,,34671,,31712,,30729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Bravo ESSENCE Dualogic 1.8 Flex 16V 5p,001338-2,,70933,,,,,,57232,,52625,,40751,,36060,,32201,,30961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Bravo SPORTING 1.8 Dualogic Flex 16V 5p,001385-4,,78659,,,,,,58183,,55224,,42048,,39013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Bravo SPORTING 1.8 Flex 16V 5p,001384-6,,73196,,,,,,57885,,55412,,42849,,39412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Bravo SX 1.6,001127-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9357,,7259,,,,,,,,,,,,,,,,,00004
Fiat,Bravo T-JET 1.4 16V Turbo 5p,001356-0,,89757,,,,,,67726,,60497,,47347,,44718,,43221,,41382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Bravo WOLVERINE 1.8 Dualogic Flex 16V 5p,001403-6,,,,,,,,,,,,48880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Bravo WOLVERINE 1.8 Flex 16V 5p,001402-8,,,,,,,,,,,,46673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Cinquecento 0.7,001128-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3718,,,,,,,,,,,00004
Fiat,Coupe 16V,001057-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27338,,24748,,19246,,,,,,,,,,,00004
Fiat,Doblo  1.4 mpi Fire Flex  8V 4p,001300-5,,,,,,,,,,,,,,,,,,30723,,29752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-07
Fiat,Doblo  Cargo 1.4 mpi Fire Flex 8V 3p,001302-1,,52597,,,,,,43031,,39804,,36269,,32719,,28272,,26698,,25826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00003
Fiat,Doblo Adv. XINGU 1.8 Flex 16V 5p,001382-0,,,,,,,,,,,,51572,,46853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-07
Fiat,Doblo Adv. XINGU LOCKER 1.8 Flex 16V 5p,001383-8,,,,,,,,,,,,52875,,49877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00006
Fiat,Doblo Adv.Ext./Adv.Ext.Loc. 1.8 16V Flex,001456-7,,82232,,,,,,67235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Doblo Adv/Adv TRYON/LOCKER 1.8 Flex,001234-3,,82636,,,,70510,,68295,,55666,,50581,,44251,,42116,,38298,,37121,,30893,,27945,,26287,,25034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-07
Fiat,Doblo Adventure/ Adv.ER 1.8 mpi 8V 103cv,001204-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,26675,,24071,,22203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Doblo ATTRACTIVE 1.4 Fire Flex 8V 5p,001353-6,,66154,,,,,,52529,,45933,,42155,,38103,,34711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-07
Fiat,Doblo Cargo 1.3 Fire 16V 4/5p,001170-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,18238,,17084,,16310,,15810,,14525,,,,,,,,,,,,,,,,,,,,,,,,,00003
Fiat,Doblo Cargo 1.6 16V 4/5p,001169-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18004,,17083,,,,,,,,,,,,,,,,,,,,,,,,,00003
Fiat,Doblo Cargo 1.8 mpi 8V 103cv,001206-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,20102,,19326,,18703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00003
Fiat,Doblo Cargo 1.8 mpi Fire Flex 8V/16V 4p,001235-1,,58592,,,,,,47111,,45188,,41319,,34802,,32765,,28861,,26525,,22694,,21744,,20894,,20225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Fiat,Doblo ELX 1.4 mpi Fire Flex 8V 4p,001301-3,,,,,,,,,,,,,,,,,,33265,,30323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-07
Fiat,Doblo ELX 1.6 16V 4/5p,001168-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20414,,18691,,,,,,,,,,,,,,,,,,,,,,,,,05-07
Fiat,Doblo ELX 1.8 mpi 8V 103cv,001205-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,22558,,21723,,21021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Fiat,Doblo ELX 1.8 mpi 8V Flex,001236-0,,,,,,,,,,,,,,,,,,,,32120,,27257,,25845,,24827,,22830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Doblo ESSENCE 1.8 Flex 16V 5p,001352-8,,75765,,,,62495,,54223,,48117,,43962,,39750,,36929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-06-07
Fiat,Doblo EX 1.3 Fire 16V 80cv 4/5p,001167-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,21344,,20406,,19771,,19063,,18170,,,,,,,,,,,,,,,,,,,,,,,,,05-07
Fiat,Doblo HLX 1.8 mpi Flex 5p,001240-8,,,,,,,,,,,,,,,,,,34085,,32482,,27871,,25963,,25139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-07
Fiat,Ducato Cargo 2.8 Curto/Longo TB Diesel,001190-8,,,,,,,,,,,,,,,,,,,,,,42398,,40900,,37165,,35229,,34121,,31489,,30446,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Fiat,Ducato Cargo Curto 2.3 ME Diesel,001282-3,,98040,,,,83339,,79308,,72707,,62706,,56760,,52179,,49054,,46212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00003
Fiat,Ducato Cargo Longo 2.3 ME Diesel,001283-1,,101407,,,,83721,,81157,,76576,,67401,,59922,,53427,,49112,,47238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00003
Fiat,Ducato Combinato 2.3 ME Diesel,001284-0,,,,,,,,,,,,,,,,62244,,59340,,52083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00010
Fiat,Ducato Combinato 2.8 Diesel,001098-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25456,,21991,,20157,,,,,,,,,,,,,,,,,00010
Fiat,Ducato Combinato 2.8 Turbo Diesel,001106-1,,,,,,,,,,,,,,,,,,,,,,52462,,46313,,44647,,37952,,36647,,35150,,33347,,32333,,27944,,27102,,25634,,24486,,,,,,,,,,,,,,,,,00010
Fiat,Ducato Furgão Maxi 2.8 Diesel,001096-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26829,,25653,,22193,,,,,,,,,,,,,,,,,00003
Fiat,Ducato Maxi. Curta 2.3 T.Alto ME Diesel,001288-2,,104683,,,,86160,,82996,,76411,,68562,,61067,,57386,,53210,,45424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00003
Fiat,Ducato Maxi. Long. 2.3 T.Alto ME Diesel,001289-0,,106399,,,,86715,,83365,,77677,,69876,,63507,,60632,,53415,,45512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00003
Fiat,Ducato MaxiCargo/Furgão Maxi 2.8 TB Dies,001107-0,,,,,,,,,,,,,,,,,,,,,,44080,,42785,,39808,,38274,,36662,,32793,,31293,,28814,,27912,,26909,,25878,,23517,,,,,,,,,,,,,,,,,00003
Fiat,Ducato Minibus 2.3 ME Diesel,001285-8,,115700,,,,92510,,87257,,79873,,75476,,69660,,62712,,56846,,54496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00016
Fiat,Ducato Minibus 2.3 T.Alto ME Diesel,001286-6,,124073,,,,105661,,102576,,93715,,81254,,77778,,67220,,61503,,57225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00016
Fiat,Ducato Minibus 2.8 Diesel,001100-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27022,,25088,,23608,,,,,,,,,,,,,,,,,00015
Fiat,Ducato Minibus 2.8 Turbo Diesel,001108-8,,,,,,,,,,,,,,,,,,,,,,56846,,51108,,46681,,44555,,38755,,36941,,34985,,31329,,27889,,27035,,25744,,24912,,,,,,,,,,,,,,,,,00015
Fiat,Ducato Mult/ Vetrato 2.8 T.Alto TB Dies.,001159-2,,,,,,,,,,,,,,,,,,,,,,56354,,53474,,51738,,50146,,45745,,37495,,35978,,34224,,28500,,,,,,,,,,,,,,,,,,,,,,,00003
Fiat,Ducato Mult/ Vetrato 2.8 T.Baixo TB Dies,001160-6,,,,,,,,,,,,,,,,,,,,,,,,52005,,48138,,45589,,40215,,37101,,32366,,30250,,27451,,,,,,,,,,,,,,,,,,,,,,,00003
Fiat,Ducato Multi Long. 2.3 T.Alto ME Diesel,001287-4,,109015,,,,,,83031,,77980,,75153,,72848,,66333,,60700,,57757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00003
Fiat,Ducato Van 2.5  Diesel,001132-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21107,,,,,,,,,,,,,,,,,00010
Fiat,Ducato-10 Furgão 2.5 Diesel,001130-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23091,,21716,,20828,,,,,,,,,,,,,,,00003
